year,TeamID,opexpperpart_men,opexpperteam_men,rev_men,exp_men,opexpperpart_men
2013,1103,19630,294446,1967989,1967989,
2013,1153,125817,1761443,6381689,5995336,
2013,1156,32346,452842,2254791,2254791,
2013,1173,71514,1072717,10778963,3978866,
2013,1245,14287,271452,1596949,1596949,
2013,1275,21893,306501,1674153,1674154,
2013,1326,188303,2259636,18872400,5956288,
2013,1325,40264,563702,3949284,3029746,
2013,1460,29333,440000,2050389,2050389,
2013,1462,117304,1876864,11958916,4707053,
2013,1329,64271,964063,15048127,13745832,
2013,1328,100935,1514020,8011804,6813149,
2013,1331,24340,413786,2642212,2636767,
2013,1409,51790,828641,2480392,4735836,
2013,1333,27036,432578,5489367,3669596,
2013,1332,66770,1001547,8141773,5897791,
2013,1340,16841,218938,1147400,1147400,
2013,1137,28851,403914,1860056,1860056,
2013,1180,43668,611350,2633844,2633240,
2013,1247,25438,279820,2377150,2046119,
2013,1248,15159,212231,1523418,1523418,
2013,1250,18174,272613,1382178,1382178,
2013,1335,12031,216566,1162180,1082006,
2013,1338,89490,1342357,12075292,7344213,
2013,1352,21973,307620,1356722,1356722,
2013,1386,57090,742173,3089503,3089503,
2013,1396,62093,869304,4080845,4080845,
2013,1437,135711,1764244,7778256,6398678,
2013,1136,14149,212238,1519731,1519731,
2013,1344,78085,937016,6562933,6110824,
2013,1348,48031,768497,4664098,4664098,
2013,1158,31096,528638,2000226,2000226,
2013,1155,98294,1179528,7027905,5075735,
2013,1376,57803,751437,7660497,7302405,
2013,1157,12990,168874,1324883,1324883,
2013,1354,16149,193787,891273,891273,
2013,1457,15205,243273,1593793,1383943,
2013,1459,9446,151142,942155,942155,
2013,1355,21640,324603,913067,913067,
2013,1122,10238,163801,874447,840734,
2013,1125,22824,342364,2213543,2213543,
2013,1252,21784,348537,1726456,1726456,
2013,1190,10974,120719,1321170,1321170,
2013,1272,116527,1864434,7515987,7515987,
2013,1292,24803,446456,1844219,1844219,
2013,1151,21082,337308,1327977,1327977,
2013,1397,81885,1392038,14521082,5689254,
2013,1435,95293,1429389,9342207,8602286,
2013,1101,3913,62613,609174,593736,
2013,1124,119564,1673892,7183035,7183035,
2013,1394,28448,398271,1345328,1345328,
2013,1222,22823,387997,2391229,2391229,
2013,1249,27492,329900,1304569,1304568,
2013,1317,38145,495881,2353456,1988941,
2013,1341,2882,48988,972241,648369,
2013,1358,12761,191413,801010,801010,
2013,1374,38629,618057,4562905,4562905,
2013,1372,35256,493582,1065286,1065286,
2013,1426,18005,270081,1019377,1019377,
2013,1400,185724,2042965,18478466,8603853,
2013,1431,40593,690088,3451987,3451987,
2013,1395,62820,816656,6020481,6020481,
2013,1427,22435,314095,1401392,1401392,
2013,1411,17575,263625,1537811,1537811,
2013,1403,61549,1107881,6738728,4205448,
2013,1429,31531,536019,2650117,2650118,
2013,1428,42060,757081,5937555,3685514,
2013,1451,23679,378868,1535898,1520064,
2013,1436,20661,289252,1648970,1439963,
2013,1206,33137,563326,2768873,2768873,
2013,1214,10177,162834,660701,847767,
2013,1241,27133,379863,2273522,2273522,
2013,1251,16691,267060,2313630,2313630,
2013,1255,14141,183830,1283641,1012441,
2013,1313,11481,195181,912243,912243,
2013,1330,45293,588807,2809187,2809187,
2013,1347,11838,177576,1241340,1241340,
2013,1350,71480,1215167,3971226,3971226,
2013,1439,78831,1103639,11121774,5501959,
2013,1433,48715,633294,3795298,3795298,
2013,1438,77577,1396386,6985089,5870401,
2013,1186,15215,243435,1325881,1104581,
2013,1211,86460,1296905,7784781,6138269,
2013,1450,50573,859748,4592272,3530702,
2013,1267,39719,556070,2524968,2447787,
2013,1452,121763,1826442,11252270,4350983,
2013,1266,283871,3406448,14389717,9941583,
2013,1453,29239,409352,1449075,1449075,
2013,1458,90922,1545670,17144598,6839111,
2013,1454,15877,333425,2150226,2150226,
2013,1461,27206,435290,3041051,3041051,
2013,1390,52411,838582,4342985,4487134,
2013,1345,92968,1394526,9422717,6212931,
2013,1195,15779,220903,1159889,1098569,
2014,1105,8736,122301,1100954,778139,
2014,1412,41487,497845,3305472,2946415,
2014,1106,10909,174547,925071,925071,
2014,1104,65576,1180359,12185695,6354140,
2014,1120,88424,1414788,9482254,8016340,
2014,1240,11004,187074,1030953,1030953,
2014,1375,15102,241631,1773697,1502682,
2014,1407,10996,164944,1345740,2655225,
2014,1113,70986,1064795,7684922,6264174,
2014,1112,140181,2242892,24937572,7806806,
2014,1213,18823,319997,1715486,1715486,
2014,1114,23425,421648,1068008,1710034,
2014,1116,112265,1796246,15526311,8217023,
2014,1115,14397,158372,586657,586657,
2014,1142,18946,284186,1424203,1424203,
2014,1167,16422,295595,1748926,1290515,
2014,1201,34555,518326,1980064,2072700,
2014,1168,17909,286547,1370846,1370846,
2014,1253,20013,340218,2228770,2228770,
2014,1169,16670,266723,1332971,1332971,
2014,1143,61701,1048916,9492943,6302822,
2014,1413,17940,304988,1506641,1506641,
2014,1414,25021,375318,2043807,1606110,
2014,1417,85747,1543441,12369639,12717020,
2014,1364,18377,330785,1845383,1845383,
2014,1334,23481,422658,2155937,2155937,
2014,1337,22875,343131,2204404,2204404,
2014,1361,107594,1829095,6498920,5609451,
2014,1360,20422,347170,2309878,2309878,
2014,1362,44470,578113,3410526,3410526,
2014,1425,70141,1192392,5523833,5562585,
2014,1161,50663,810613,4461810,4461810,
2014,1294,28086,365124,1369053,1369053,
2014,1148,10527,136857,1500980,1252054,
2014,1163,100985,2120694,6147947,7293895,
2014,1216,23052,322721,1671960,1671960,
2014,1463,11407,182518,877361,877361,
2014,1175,19334,367346,1685523,1685523,
2014,1174,15766,283785,1771152,1749578,
2014,1110,14804,236869,1817805,1817805,
2014,1203,28658,429873,3107005,3107005,
2014,1416,45835,641692,2405068,2843388,
2014,1197,21010,273131,912258,912258,
2014,1194,36615,549229,912762,1625290,
2014,1199,110890,1663355,8959255,5801160,
2014,1196,131222,1705891,13393910,8227621,
2014,1274,123047,1722653,8710238,6261821,
2014,1316,15718,251483,1119922,1119922,
2014,1378,80264,1203956,5301082,4399051,
2014,1210,60794,1215883,6059937,5741428,
2014,1209,22797,387549,1969032,1969032,
2014,1208,83007,1162093,8469928,5953014,
2014,1273,5678,85169,1296919,1296919,
2014,1218,24329,389258,1548163,2386999,
2014,1129,33294,466118,2179021,1757700,
2014,1133,29940,479034,3809040,3810668,
2014,1177,62132,994108,6364140,6364140,
2014,1227,22130,331944,1449626,1839018,
2014,1228,76692,1073688,18462316,8153609,
2014,1321,65150,1042397,12631269,5963359,
2014,1356,24342,389474,656703,1479351,
2014,1139,54548,872772,4282686,4282684,
2014,1237,19176,306820,1273095,1273095,
2014,1232,39426,512535,1742990,1695685,
2014,1231,115555,2079988,21331411,10219195,
2014,1323,100882,1513226,3958059,5412264,
2014,1434,34288,445749,2001213,2001213,
2014,1179,38242,611867,2381108,2555938,
2014,1235,75694,1211100,8609008,5293039,
2014,1234,118637,1898197,10135412,6299736,
2014,1320,24517,392274,2397995,2397995,
2014,1242,127886,2174070,16412415,10724156,
2014,1243,117652,1764786,8564846,6343324,
2014,1455,75494,1283397,5369577,5369577,
2014,1184,15981,223737,1259310,1259310,
2014,1207,7571,113560,715394,715394,
2014,1246,201946,2625299,23201795,13672723,
2014,1257,117196,1992328,42398758,15653605,
2014,1287,14275,271221,1237720,1237720,
2014,1293,16257,243855,2998176,1633967,
2014,1297,15128,242040,1172537,1172537,
2014,1443,38469,615506,2668950,2668950,
2014,1261,60012,900174,7846341,5283297,
2014,1270,14395,244722,724498,724498,
2014,1309,15768,236521,788791,788791,
2014,1322,8028,224773,969105,969105,
2014,1368,14176,184285,871745,917524,
2014,1380,13588,149470,727172,664395,
2014,1418,29385,440781,1796518,1796518,
2014,1164,12394,173511,815621,815621,
2014,1259,16173,274948,2027073,2027073,
2014,1420,18252,255523,1181852,1181852,
2014,1268,80334,1285346,14223192,6463690,
2014,1288,22869,365904,1319049,1042416,
2014,1130,65710,1051366,5461147,4566285,
2014,1131,24698,345778,1980471,1980471,
2014,1217,24412,415010,1401418,1401418,
2014,1221,5716,85743,1758523,1758523,
2014,1269,67370,875816,3266120,3266120,
2014,1318,43687,480558,2554411,2554411,
2014,1141,15605,312090,1721407,1666104,
2014,1178,38016,532221,2662379,2507046,
2014,1276,90987,1455799,14799440,6488836,
2014,1277,129838,2337085,18502472,9451845,
2014,1324,38165,572476,1728287,1728287,
2014,1444,23237,395025,2008155,1867684,
2014,1278,81257,1218854,14067619,6571925,
2014,1108,13327,186578,1361022,592728,
2014,1238,4003,76066,543247,543247,
2014,1290,14038,210565,528133,525350,
2014,1280,88421,1061046,6744710,4312955,
2014,1379,30067,451000,2002033,2002033,
2014,1281,95607,1434111,12561891,6351687,
2014,1387,4429,62007,578174,534016,
2014,1449,4954,104035,311996,288480,
2014,1286,17614,299436,1455081,1255545,
2014,1285,33000,462005,1334479,1723680,
2014,1166,35826,609049,5550277,5255770,
2014,1304,52971,1006443,7749456,5311622,
2014,1424,59014,885213,10095037,4866627,
2014,1305,41654,583149,5111967,1952380,
2014,1192,6810,108955,1389986,1389986,
2014,1284,13796,193149,1625967,1625967,
2014,1343,19357,329067,1095310,1095310,
2014,1353,92306,1384592,4663032,4663032,
2014,1389,7674,115115,1094528,1094528,
2014,1371,60398,845578,6782187,6782187,
2014,1307,68798,1031977,5771940,4056148,
2014,1308,63741,956112,2809254,2809254,
2014,1159,9329,167927,1478879,1478880,
2014,1165,10510,210205,832826,832826,
2014,1233,29174,495954,1942825,1942825,
2014,1264,18213,273190,1746018,1746018,
2014,1310,20720,269364,1529288,1529288,
2014,1382,47961,623493,2190276,2495445,
2014,1373,26904,376652,2668068,2668068,
2014,1385,47200,802408,7390398,7390398,
2014,1107,27333,382657,1718707,1534729,
2014,1127,17508,245118,1380174,1369716,
2014,1138,30598,397780,2142777,2142779,
2014,1392,15735,236023,965741,1565076,
2014,1393,113472,1815552,26039030,13788271,
2014,1447,17327,225252,1472833,1380438,
2014,1111,19858,297865,1265809,1265809,
2014,1172,21921,350729,2114211,2048783,
2014,1181,176697,2297060,25735093,15170813,
2014,1205,22409,336140,1302258,1221360,
2014,1299,7568,98385,1377478,1353730,
2014,1421,12055,192882,868624,868624,
2014,1314,135187,2162984,19632779,7811021,
2014,1150,38614,617825,2775222,2775222,
2014,1422,32060,577086,1607831,1837696,
2014,1300,13107,222821,959973,959973,
2014,1301,72658,1017209,18402969,7144610,
2014,1448,52148,834362,8477699,5247106,
2014,1315,21436,342976,1078927,1078927,
2014,1295,21281,340499,1178948,1178948,
2014,1103,18925,302807,2051314,2051314,
2014,1153,104455,1357917,6835459,6172290,
2014,1156,20978,293686,2189220,2189220,
2014,1173,66172,992576,11296812,3985079,
2014,1245,21169,359866,1855599,1855599,
2014,1275,24347,316514,1900436,1900435,
2014,1326,238225,2620479,18781682,5929891,
2014,1325,33735,506024,3241769,3222448,
2014,1460,22810,342147,2029536,2029536,
2014,1462,70535,1199097,11644672,4346173,
2014,1329,68324,1093185,11921814,10638819,
2014,1328,94192,1601260,8380083,7372069,
2014,1331,36480,547193,2482531,2482531,
2014,1409,58404,1051266,3920631,3920631,
2014,1333,39757,636113,6451813,3929913,
2014,1332,49826,747383,8412491,5965248,
2014,1340,13373,200591,1115884,1115884,
2014,1137,30270,454045,2025127,2025127,
2014,1180,35234,493280,2507040,2536498,
2014,1247,66665,866646,2843515,2782264,
2014,1248,18106,235381,1637761,1637761,
2014,1250,14061,210910,1380238,1380238,
2014,1335,18631,279470,1120445,1214438,
2014,1338,89142,1337129,12810612,7474265,
2014,1352,20458,306868,1347565,1347565,
2014,1386,46910,750562,3379619,3379619,
2014,1396,63677,891480,4125712,4125712,
2014,1437,147032,2205474,8619702,7399471,
2014,1136,13812,220995,1624770,1624770,
2014,1344,70967,993531,8636209,6090183,
2014,1348,36476,656565,2950356,2784810,
2014,1158,30348,515921,2379126,2379126,
2014,1155,59597,834361,6245295,4373940,
2014,1376,61013,915200,7870858,6535615,
2014,1157,20862,312925,1559814,1559814,
2014,1354,12890,193343,1295466,1041230,
2014,1457,10849,173590,1916638,1537990,
2014,1459,14673,220088,1048251,1048251,
2014,1355,26991,404860,1068188,1068188,
2014,1122,8481,144180,864147,850350,
2014,1125,22916,343744,2383453,2383453,
2014,1252,22564,338464,1786101,1786101,
2014,1190,17259,224369,1127799,1685632,
2014,1272,138043,2070642,8708694,8457959,
2014,1292,34916,558649,2155002,2155002,
2014,1151,16564,298144,1605698,1605698,
2014,1397,68832,1101310,13320098,4856478,
2014,1435,77416,1161243,8766682,7084431,
2014,1101,5319,85106,629530,629530,
2014,1124,123424,1727936,7487699,7251120,
2014,1394,32839,525417,1454693,1454693,
2014,1222,35708,535625,2598898,2598898,
2014,1249,16635,249525,1429369,1379801,
2014,1317,28943,434142,2385422,2016950,
2014,1341,12913,193693,896521,896521,
2014,1358,15476,216658,866568,866568,
2014,1374,53840,915285,6582998,6582998,
2014,1372,35921,574739,1187191,1187191,
2014,1426,34740,555844,1467723,1467723,
2014,1400,174666,2445323,16896653,8991640,
2014,1431,55094,826403,3471520,3446830,
2014,1395,34155,580641,6267008,6267008,
2014,1427,28665,458640,1642525,1642525,
2014,1411,40877,490521,1475117,1475117,
2014,1403,70474,1057106,6987840,5290596,
2014,1429,28226,451622,2486258,2486258,
2014,1428,49895,848215,5425714,4155280,
2014,1451,29931,568689,1657060,1657060,
2014,1436,16441,230171,1692850,1408672,
2014,1206,48787,829374,3010170,3010170,
2014,1214,7406,125904,934976,793335,
2014,1241,21292,383257,2526152,2526152,
2014,1251,19026,304414,1844506,1844506,
2014,1255,14205,184665,1419271,1298658,
2014,1313,13950,251100,1132891,1132891,
2014,1330,56690,793665,2529553,2529553,
2014,1347,13462,228857,1265519,1265519,
2014,1350,94294,1414412,4162532,4162532,
2014,1439,65046,910647,10682256,5458505,
2014,1433,38416,614657,5052379,5052379,
2014,1438,98321,1671452,7659156,6555080,
2014,1186,16631,249458,1280311,1168754,
2014,1211,88721,1330817,7754496,5947963,
2014,1450,47998,863972,5086474,3765112,
2014,1267,36456,583292,2375664,2373586,
2014,1452,154680,2320207,7283876,7124653,
2014,1266,226168,3166350,16045019,10726622,
2014,1453,28337,396724,1399814,1399814,
2014,1458,78455,1333730,19225982,6520779,
2014,1454,19058,323993,1925114,1925114,
2014,1461,40160,562237,3090978,2951297,
2014,1390,43240,691836,5413005,4363906,
2014,1345,101137,1517050,9969730,6321923,
2014,1195,34515,552242,1597458,1597063,
2015,1105,6724,107587,1058243,669821,
2015,1412,43029,645439,3592461,2959620,
2015,1106,25469,331098,980598,980598,
2015,1104,99920,1398885,14800313,6573147,
2015,1120,78822,1182337,10245526,10245526,
2015,1240,12517,225314,987621,987621,
2015,1375,28707,401895,1909407,1696927,
2015,1407,12484,187255,2221506,2221506,
2015,1112,203954,3263256,27518562,9830943,
2015,1213,51730,775948,3477818,3477818,
2015,1114,30783,400184,1047100,1650446,
2015,1116,110995,1664918,15807554,7681927,
2015,1115,7817,117250,557641,557641,
2015,1142,26790,455436,1664846,1664846,
2015,1167,15841,285131,1575651,1575651,
2015,1201,59562,893428,2332403,2626883,
2015,1168,22639,362225,1351179,1118328,
2015,1253,29659,444883,2248855,2248854,
2015,1169,26261,393916,1629221,1629221,
2015,1143,63480,1015678,9658364,6287360,
2015,1413,16536,248045,1394151,1394151,
2015,1414,29511,472180,2012478,2014383,
2015,1417,135085,2161356,12168231,8376981,
2015,1364,17320,259806,1957007,1859334,
2015,1334,18169,272537,2268011,2268011,
2015,1337,19683,314935,2200114,2200114,
2015,1361,56882,966991,7864597,6487909,
2015,1360,22315,357032,2378394,2378394,
2015,1362,27090,460535,3310891,3310891,
2015,1388,26271,420335,2738254,2738254,
2015,1425,59049,1003825,6818145,6916841,
2015,1161,43808,744730,4289235,4289235,
2015,1294,18733,299733,1384378,1384378,
2015,1148,13518,189256,1611782,1452540,
2015,1163,184208,2763116,7542651,8282680,
2015,1216,17317,259757,1677491,1677491,
2015,1463,9220,156732,836226,836226,
2015,1175,17187,309370,1701394,1701394,
2015,1174,31789,445051,2051048,2051048,
2015,1110,14862,252650,1845008,1845008,
2015,1203,29780,387146,2929433,2929433,
2015,1416,57473,862099,3968189,3017777,
2015,1197,46026,644370,1310290,1310290,
2015,1194,48542,728134,2164783,1716593,
2015,1199,83769,1089003,10559780,6412801,
2015,1196,140871,2253940,10604524,9540547,
2015,1274,65498,1047964,7902331,5753784,
2015,1316,21849,262193,1156323,1156323,
2015,1378,78597,1100361,5332470,4440325,
2015,1210,75811,1364600,6013750,5931676,
2015,1209,32909,526542,1968343,1968343,
2015,1208,62567,1001079,8050969,5729273,
2015,1273,12601,214217,1515134,1553819,
2015,1218,18257,310375,2565199,2565199,
2015,1129,31311,500980,3319076,1978592,
2015,1133,33786,506788,3677011,3873130,
2015,1177,63334,1013351,6282582,6282582,
2015,1227,19373,309975,1655144,1858722,
2015,1228,89371,1251196,17519546,8114984,
2015,1260,20595,329521,2198837,2198837,
2015,1321,72974,948667,13508583,5753222,
2015,1139,63208,1011332,4065932,4065931,
2015,1237,23157,347350,1524866,1524866,
2015,1232,33135,463893,2082617,1605635,
2015,1231,111787,2012169,21912449,10856739,
2015,1323,105875,1482252,3383814,5392103,
2015,1434,28799,374387,2190886,2116074,
2015,1179,34808,556920,2225307,2249316,
2015,1235,104870,1573044,9586993,6069137,
2015,1234,114141,1712116,10594220,6500552,
2015,1320,27272,490895,2335684,2335684,
2015,1242,112317,2134030,18253973,8479332,
2015,1243,77509,1240151,8395773,5744165,
2015,1455,67213,1075411,5607186,5127543,
2015,1184,21276,361697,1642066,1642066,
2015,1207,6113,79466,689257,688431,
2015,1246,171349,2741577,23655649,16198525,
2015,1257,138607,2079103,40572485,16354976,
2015,1287,19346,328874,1360243,1360243,
2015,1293,20055,260718,3110114,1953710,
2015,1297,23308,326308,1717771,1289118,
2015,1443,35249,563982,2691424,2691424,
2015,1261,68464,1026962,7858767,5310787,
2015,1270,13626,231645,739403,739403,
2015,1309,10393,166294,1218628,830641,
2015,1322,5652,152613,1009868,1009867,
2015,1368,13126,157511,938796,970511,
2015,1380,12423,236046,610639,771469,
2015,1418,46086,691292,2061113,2061113,
2015,1164,12516,187736,906363,906363,
2015,1259,16264,243965,1953414,1953414,
2015,1420,16923,236926,1134185,1134185,
2015,1268,101327,1621235,13525145,6775304,
2015,1288,23559,329821,1288657,988672,
2015,1130,59846,1017384,5436156,7117670,
2015,1131,33599,537578,2383717,2383717,
2015,1217,20418,326691,1375555,1375555,
2015,1221,16213,259406,1918970,1918970,
2015,1318,22147,332212,2505557,2505557,
2015,1141,18321,329778,412443,1727945,
2015,1178,35631,463204,2722497,2566349,
2015,1276,92156,1566656,13636966,7457555,
2015,1277,164241,2627850,18352543,9878240,
2015,1324,27757,416360,1914530,1663176,
2015,1444,25102,401634,2138521,2138520,
2015,1278,128079,1793102,13144909,11017377,
2015,1108,9352,149632,547439,547439,
2015,1238,5791,110024,524195,524195,
2015,1290,16641,249620,638909,559761,
2015,1280,56257,1012629,6571274,4377759,
2015,1379,30861,462908,2313336,2313336,
2015,1281,82505,1320082,12593569,6284215,
2015,1387,5960,89406,598176,594155,
2015,1449,6811,115794,409969,378824,
2015,1286,2959,47337,1459360,1416033,
2015,1285,24756,396092,1354175,1703231,
2015,1166,56793,1135851,6361021,6244313,
2015,1304,76181,1371258,8454574,6338162,
2015,1424,35238,563809,8535263,3548890,
2015,1305,45069,630964,3592446,2112698,
2015,1192,14403,172834,430826,1526428,
2015,1284,13038,208603,1688319,1688319,
2015,1343,20234,384437,1110961,1110961,
2015,1353,74571,1193131,5864737,4663303,
2015,1371,55594,889508,6398748,6398748,
2015,1307,81771,1144792,5971891,3686141,
2015,1308,47001,846024,2473939,2473939,
2015,1159,13968,237460,1498234,1498234,
2015,1165,9478,161129,945868,945868,
2015,1233,23719,379506,2159414,2159414,
2015,1264,33997,475964,1915283,1915283,
2015,1310,18621,297940,1405571,1405571,
2015,1373,31994,511896,2802018,2802018,
2015,1385,85891,1374253,8254545,8254545,
2015,1107,25781,360936,1818628,1537534,
2015,1127,16537,231524,1429294,1426839,
2015,1138,20696,310447,1848705,1848705,
2015,1392,28914,404793,1131782,1884969,
2015,1393,109306,1748888,29766537,13764298,
2015,1447,31727,380725,1488533,1510414,
2015,1111,18423,313190,1295407,1295407,
2015,1172,27599,441581,1952326,1970038,
2015,1181,125140,1877093,27000243,14187972,
2015,1205,23176,347642,1520394,1137894,
2015,1299,19770,375631,1646225,1646225,
2015,1421,12873,218844,875593,875593,
2015,1314,106068,1803161,20905642,7276883,
2015,1150,28201,479417,2460039,2460039,
2015,1422,21801,392423,1514706,1500806,
2015,1300,19492,311874,1222446,1222446,
2015,1301,69789,1046838,12694709,7928323,
2015,1448,89985,1169807,7425435,7425435,
2015,1315,21497,343944,1027816,1027816,
2015,1295,24681,370215,1325368,1325368,
2015,1103,21961,373341,2168294,2168294,
2015,1153,91821,1285493,6631825,6541908,
2015,1156,29138,466211,2315514,2315514,
2015,1173,85490,1367838,11330072,4914069,
2015,1245,34500,551997,782595,1676302,
2015,1275,28688,430314,1747252,1747252,
2015,1326,180310,2163718,21326066,6041361,
2015,1325,43144,560866,3672766,3233899,
2015,1460,27235,408521,2308740,2308740,
2015,1462,83893,1426189,11522479,5179718,
2015,1329,65479,1113140,10920836,11054815,
2015,1331,30426,456387,2712614,2615158,
2015,1409,70029,1050433,4673616,4673616,
2015,1333,33532,536516,5526106,8435185,
2015,1332,66590,1132031,9543671,6781749,
2015,1340,16261,227652,1173332,1173332,
2015,1137,30160,422237,2051428,2051428,
2015,1180,38939,545145,2938893,2838352,
2015,1247,56594,735718,3340368,3159614,
2015,1248,10316,154737,1613879,1613879,
2015,1250,13962,237353,1544719,1544719,
2015,1335,18585,297366,1043276,1234009,
2015,1338,109620,1534678,14171674,9187568,
2015,1352,18472,314016,1599649,1599649,
2015,1386,48491,775854,4005528,4005528,
2015,1396,83856,1090132,4767101,4767101,
2015,1437,154292,2314384,10512344,7304201,
2015,1136,16289,260627,1699101,1699101,
2015,1344,101457,1420392,11154737,7111538,
2015,1348,71160,1138561,3787724,3787724,
2015,1158,40575,649203,2464346,2464346,
2015,1155,96485,1350793,7019684,5284037,
2015,1376,59425,950804,8040730,7051872,
2015,1157,22195,310726,1588368,1588368,
2015,1354,10528,157916,1363681,912558,
2015,1457,9897,168253,1586725,1325517,
2015,1459,21513,279666,1121704,1121704,
2015,1355,17766,284249,1110863,1110863,
2015,1122,8673,130094,1096183,1096183,
2015,1125,14117,239995,2942357,2942357,
2015,1252,20793,291098,1828843,1828843,
2015,1190,18134,308282,347223,1407207,
2015,1272,184199,2762984,9475690,9475690,
2015,1292,30893,525175,2253806,2253806,
2015,1435,108505,1302055,8552626,7075750,
2015,1101,14287,228589,1061256,1061256,
2015,1124,137169,1920360,8182489,8182489,
2015,1394,25837,413398,1455180,1455180,
2015,1222,29287,468585,3111083,3111083,
2015,1249,19665,294980,2063862,2038016,
2015,1317,28990,405866,2381607,2146033,
2015,1341,26946,350294,898779,898779,
2015,1358,6262,93926,858555,858555,
2015,1374,68679,1030192,7057072,7057072,
2015,1372,21953,329302,971095,971095,
2015,1426,22994,367905,1321117,1321117,
2015,1400,165047,2310663,14962686,9597235,
2015,1431,55094,826403,3471520,3446830,
2015,1395,41080,698365,6761637,6761637,
2015,1427,26801,455611,1596536,1596536,
2015,1411,42847,471322,1309352,1309352,
2015,1403,84361,1265414,6315466,5758482,
2015,1429,30405,486477,1807207,1807207,
2015,1428,46605,699069,6628333,4227533,
2015,1451,33222,564771,1726036,1726036,
2015,1436,17029,255439,1864568,1505511,
2015,1206,36916,553746,2785259,2785259,
2015,1214,10242,174119,907328,907328,
2015,1241,24228,387648,2661679,2661679,
2015,1251,21738,326067,1899981,1899981,
2015,1255,16632,282752,1764729,1388661,
2015,1313,14979,224682,1096489,1097946,
2015,1330,50261,804177,3106017,3106017,
2015,1347,17178,257667,1434019,1434019,
2015,1350,74244,1113662,5189694,4201009,
2015,1439,64958,1039334,8127450,6159368,
2015,1433,59469,892036,5545844,5378609,
2015,1438,101320,1722444,8297383,7609746,
2015,1186,22931,298098,1466879,1361084,
2015,1211,82973,1493518,8224614,6123546,
2015,1450,43288,735900,5165270,5651817,
2015,1267,42923,600916,3065649,3065649,
2015,1452,179664,2694965,5548249,7769328,
2015,1266,204846,3072697,17143711,10522823,
2015,1453,28928,404996,1692496,1692496,
2015,1458,97289,1653916,19370860,7596206,
2015,1454,20943,397922,2264818,2264818,
2015,1461,37127,594026,2852422,2917105,
2015,1390,38940,739860,6605434,4993991,
2015,1345,87873,1405961,9492614,6385633,
2015,1195,25627,435651,1569568,1569568,
2016,1105,9416,150658,875442,800610,
2016,1412,40919,613786,3952661,3952661,
2016,1106,14983,269701,933140,933140,
2016,1104,78110,1327871,12780576,7164296,
2016,1120,79526,1431468,11185840,8818072,
2016,1240,13183,237288,1036956,1036956,
2016,1375,25458,432791,1945003,1732880,
2016,1407,12089,181328,2290724,2290724,
2016,1112,186430,3169313,19221755,8982702,
2016,1213,37742,679355,3858156,3858156,
2016,1114,32202,515228,921440,2082286,
2016,1116,133649,1871088,16314973,8425122,
2016,1115,5752,92038,565674,565674,
2016,1142,28677,516177,1794347,1794347,
2016,1167,23636,354534,1510964,1510964,
2016,1201,61838,803893,2319851,2479857,
2016,1168,19203,326450,1416737,1416737,
2016,1253,27044,486793,2457281,2457281,
2016,1169,24035,408587,1828599,1828599,
2016,1143,65256,1109344,9003605,6455744,
2016,1413,21849,327741,1621580,1621580,
2016,1414,23198,371167,2570142,2570142,
2016,1417,133840,1873762,12228209,8256449,
2016,1364,18024,360476,2035142,1955898,
2016,1334,20110,321761,2246667,2246667,
2016,1337,25050,400793,2599492,2599492,
2016,1361,53741,913595,5523058,5196326,
2016,1360,22163,354604,2768175,2768175,
2016,1362,31460,534819,3315757,3315757,
2016,1388,22754,341307,2672354,2672354,
2016,1425,59749,836485,4678781,4771128,
2016,1161,56822,852331,4478288,4478288,
2016,1294,21622,345955,1343593,1343593,
2016,1148,9489,123356,1688920,1274296,
2016,1163,132587,2651735,9572964,8569846,
2016,1216,19154,306464,1944036,1944036,
2016,1463,12571,188564,972489,972489,
2016,1175,17759,319660,1270990,1270990,
2016,1174,21432,321484,2212846,2212846,
2016,1110,15640,281528,1848680,1848680,
2016,1203,29198,408776,3130281,3130281,
2016,1416,48710,779363,3417726,2819579,
2016,1197,28445,341343,1019673,1019673,
2016,1194,39801,597018,894971,2026308,
2016,1199,126814,1648585,10993814,6819047,
2016,1196,111788,2012177,10407574,10103924,
2016,1274,124533,1867999,6759936,6573405,
2016,1316,24414,341791,1343543,1343543,
2016,1378,83008,1079105,6910703,4745562,
2016,1210,71004,1278070,6632045,5990331,
2016,1209,42306,846114,2128878,2128878,
2016,1208,77277,1081874,9029690,5933136,
2016,1273,14498,260956,1941577,1941577,
2016,1218,25105,451890,2889444,2889444,
2016,1129,43594,697499,3920228,2382311,
2016,1133,30324,485181,3762890,3762890,
2016,1177,71472,1072075,9175262,9175262,
2016,1227,25960,389398,1815459,2073370,
2016,1228,82776,1241635,17823570,8414091,
2016,1260,29595,443932,2807402,2807402,
2016,1321,116444,1513777,15053433,6267376,
2016,1139,80354,1044600,4518512,4518512,
2016,1237,24813,421813,1594571,1594571,
2016,1232,40525,607876,1928571,1886004,
2016,1231,154644,2474298,24015117,11352554,
2016,1323,163578,2126518,3533991,6688960,
2016,1434,38616,502012,2578637,2492114,
2016,1179,35150,562393,2255221,2362144,
2016,1235,90660,1359906,10241029,6554260,
2016,1234,104427,1566406,8982803,6868122,
2016,1320,46412,742597,3560469,3560469,
2016,1242,180352,2885633,19141222,11273001,
