year,TeamID,opexpperpart_men,opexpperteam_men,rev_men,exp_men,opexpperpart_men
2018,1461,41081,657303,3508684,3082357,
2018,1390,45864,779680,6971688,5339167,
2018,1345,136269,1907760,10171629,8099562,
2018,1195,24821,446783,1725354,1725354,
2019,1105,12300,196806,706508,706508,
2019,1412,53555,696211,3559862,3413518,
2019,1106,6912,103673,890245,890245,
2019,1104,133975,2277581,15298808,10276123,
2019,1120,132420,1986307,11214964,9446382,
2019,1240,20850,333593,1558308,1558308,
2019,1375,29187,437805,2154353,1957503,
2019,1407,13979,195702,2176060,2775231,
2019,1112,191785,3452128,22830561,9827381,
2019,1213,59680,1074244,5337280,5337280,
2019,1114,32156,546644,1071687,2265863,
2019,1116,148100,2073406,17275988,9195260,
2019,1115,16049,208639,794976,794976,
2019,1142,25233,403727,2045881,2045881,
2019,1167,26717,427477,2172991,2146588,
2019,1201,40111,641773,3352520,3352520,
2019,1168,24006,384098,1918750,1918750,
2019,1253,30547,488757,2682915,2682915,
2019,1169,26668,453362,2636178,2686559,
2019,1143,77047,1386843,8085222,6444068,
2019,1413,23103,369645,2191143,2191143,
2019,1414,33179,530861,2660967,2660967,
2019,1417,149122,2385944,11325876,9334174,
2019,1364,23122,416202,2699897,2699897,
2019,1334,52972,635668,3388724,3388724,
2019,1337,23013,391226,3746526,3746526,
2019,1361,88211,1323163,7777135,6207228,
2019,1360,22146,442914,3060591,3060591,
2019,1362,37177,594827,3873389,3873389,
2019,1388,50898,763470,4217785,4217785,
2019,1425,67407,1011108,5961525,6488543,
2019,1161,56850,795903,6334144,6334144,
2019,1294,27979,419688,1701421,1701421,
2019,1148,14373,201226,2050444,1395187,
2019,1163,144732,2605168,8508130,8386802,
2019,1216,23092,369473,1613063,1613063,
2019,1463,19998,319974,1325398,1335946,
2019,1175,15618,281126,1225094,1225094,
2019,1174,28762,402663,2697521,2697521,
2019,1110,22835,342520,2065691,2065691,
2019,1203,26738,427801,3191582,3191582,
2019,1416,53485,962734,3368085,3892343,
2019,1197,15453,247243,733402,733402,
2019,1194,32572,488577,2358998,2358998,
2019,1199,148753,2677555,17304819,11422894,
2019,1196,144203,2163041,11460512,9018168,
2019,1274,138333,2074991,8603153,8240615,
2019,1316,22614,271362,1420651,1420651,
2019,1378,63621,1017929,4732996,5079617,
2019,1210,101203,1619251,7696021,8627469,
2019,1209,29059,464945,2555552,2555552,
2019,1208,93821,1407308,10252418,8539387,
2019,1273,13939,236971,1865476,1865476,
2019,1218,29658,444870,2718051,2718051,
2019,1129,43676,655135,4184145,2649924,
2019,1133,28277,395879,3555837,3555837,
2019,1177,68397,1299536,7080194,7080194,
2019,1227,40704,529155,2335671,2335671,
2019,1228,85858,1373727,25130930,10703916,
2019,1260,67300,1144093,6194444,6194444,
2019,1321,97231,1361231,19562252,9049494,
2019,1139,101583,1218992,7510164,5507238,
2019,1237,20632,350743,1614116,1614116,
2019,1232,33503,502549,2055794,2055794,
2019,1231,140325,2525852,25086839,13693497,
2019,1323,140007,1820087,3577881,6876483,
2019,1434,55285,718707,2559150,2693562,
2019,1179,58005,754067,2488067,2696222,
2019,1235,106859,1389168,13956343,6851315,
2019,1234,135988,2311803,10828407,8113263,
2019,1320,27133,488401,3024333,3024333,
2019,1242,240111,3361551,18802173,11859953,
2019,1243,105436,1897842,9083722,7591505,
2019,1455,86013,1462219,8106217,7513193,
2019,1184,16030,240455,1589230,1589230,
2019,1207,3012,48199,748940,748940,
2019,1246,180542,2527593,30743306,18571056,
2019,1257,198944,2984166,43134625,21817723,
2019,1287,18195,254729,1271859,1271859,
2019,1293,23262,302403,2245249,2123603,
2019,1297,41157,576202,1965242,1965242,
2019,1443,49090,834530,2976173,2976173,
2019,1261,90495,1357432,8911799,8618878,
2019,1270,12986,207783,1050592,1056231,
2019,1309,16623,249342,951785,951785,
2019,1322,7164,214907,1171687,1171687,
2019,1368,12841,205457,1081185,1081185,
2019,1380,11376,227513,475243,776243,
2019,1418,43355,650318,2717629,2717628,
2019,1164,13386,200794,755952,755952,
2019,1259,23531,376496,2275922,2275922,
2019,1420,30941,495054,1766581,1766581,
2019,1268,97386,1558181,14157452,8375834,
2019,1288,29895,448419,1994485,1516486,
2019,1291,26835,429362,1879730,1879730,
2019,1130,88017,1584312,7033947,6611108,
2019,1131,25330,329294,2554475,2554475,
2019,1217,17720,372119,1407818,1407818,
2019,1221,21745,304431,2170470,2170470,
2019,1318,35755,464820,3241890,3241890,
2019,1141,27569,496233,2098994,2098994,
2019,1178,25304,404861,2673249,2673249,
2019,1276,158372,2533954,20027574,9982947,
2019,1277,184007,2944119,21882125,11745452,
2019,1324,22852,365625,2480203,2336615,
2019,1444,30924,432933,2344233,2344233,
2019,1278,117437,1996428,17454711,8765442,
2019,1108,8019,120282,550993,550993,
2019,1238,6959,125263,577680,577680,
2019,1290,9374,168724,856095,481831,
2019,1280,98433,1673356,7066124,6835070,
2019,1379,32931,461035,1781086,1781086,
2019,1281,102440,1946352,13772989,8387295,
2019,1387,4467,62541,594697,594697,
2019,1449,4733,113601,536051,495570,
2019,1286,38818,582275,1767166,1900780,
2019,1285,35964,575424,1776525,2275216,
2019,1166,85442,1196183,9017209,9017209,
2019,1304,116172,1858758,19340390,7771106,
2019,1424,71848,1077721,5763010,5763010,
2019,1305,63791,1020655,4746053,4746053,
2019,1192,11326,169897,1682214,1682214,
2019,1284,22663,339940,2617464,2617464,
2019,1343,19671,334409,1404423,1404423,
2019,1353,89068,1514157,8333665,8333665,
2019,1371,71931,1078963,6301138,6301138,
2019,1307,35543,568686,4423352,4390791,
2019,1308,22168,443357,2485019,2485019,
2019,1159,17791,284658,1912443,1912443,
2019,1165,11560,184962,1089065,1089065,
2019,1233,36213,579401,2755804,2755804,
2019,1264,24198,435559,2286578,2286578,
2019,1310,34558,449258,2020153,2020153,
2019,1373,97513,1365177,3579394,3579394,
2019,1385,79167,1266666,8321657,8321657,
2019,1107,17895,250527,1990718,1669874,
2019,1138,43925,702794,2653127,2653127,
2019,1392,41425,579945,2016356,2276032,
2019,1393,167995,3023910,31772639,14742445,
2019,1447,18986,265805,1584113,1584113,
2019,1111,29942,479067,1713547,1713547,
2019,1172,48233,771733,3822426,3357239,
2019,1181,234828,3522414,36412223,20826848,
2019,1205,17233,275725,1192668,1192668,
2019,1299,35357,424284,1357037,1357037,
2019,1421,24260,339637,1305922,1305922,
2019,1314,137062,2604187,24660258,9728533,
2019,1150,54684,710893,2718767,2718767,
2019,1422,21144,380591,1756768,1756758,
2019,1300,20162,342759,1661345,1661345,
2019,1301,108181,1622714,16100635,9902049,
2019,1448,100396,1606329,8656761,8296973,
2019,1315,30423,456339,1824580,1824580,
2019,1295,30034,420475,1611189,1611189,
2019,1103,37465,599445,2934244,2934244,
2019,1153,131085,1966277,7465979,7465979,
2019,1156,36632,512850,2073834,2073834,
2019,1173,105607,1689717,14201764,7250208,
2019,1245,39317,589758,2227998,2227998,
2019,1275,19566,352182,2399919,2399919,
2019,1326,155045,2170636,24056371,20653121,
2019,1325,32093,513486,2925475,2988633,
2019,1460,31297,500747,3050810,3050810,
2019,1462,179804,2697053,13060660,8062088,
2019,1329,116519,1631264,12438667,6087462,
2019,1331,33718,573199,2767146,2126124,
2019,1409,65529,982935,5959541,5959541,
2019,1333,85179,1362867,6950454,5407239,
2019,1332,110784,1440194,11384188,9287092,
2019,1340,17815,267225,1320231,1320231,
2019,1137,34639,484944,2776631,2776631,
2019,1180,36037,612635,2956999,2956999,
2019,1247,56927,853911,3440092,3269978,
2019,1248,18184,236397,1945129,1945129,
2019,1250,14252,199529,1646395,1646395,
2019,1335,27040,567838,2129321,2129321,
2019,1338,115585,1849358,12102078,12102078,
2019,1352,63758,956365,2206245,2206245,
2019,1386,63248,1138459,4231094,4231094,
2019,1396,89103,1247447,6533015,6533015,
2019,1437,378331,6053292,17605994,14791481,
2019,1136,16076,241146,1883608,1883608,
2019,1344,142140,1989965,10768267,10768267,
2019,1348,133062,1995937,5459313,5459313,
2019,1158,52411,838581,3079689,3079689,
2019,1155,88800,1243206,11280040,7737387,
2019,1376,73286,1172570,11112728,9969479,
2019,1157,35180,457340,2053766,2053766,
2019,1354,11688,198700,720318,720318,
2019,1457,12589,214015,2005765,2005765,
2019,1459,15165,303308,1604157,1604157,
2019,1355,33837,507552,1991489,1991489,
2019,1122,27855,389966,2021134,1906154,
2019,1125,30300,484799,3194309,3194309,
2019,1252,20674,310104,1776627,1776627,
2019,1190,21840,371273,1815749,1815749,
2019,1272,241462,3863393,11859500,11859500,
2019,1292,37980,683632,3263120,3263120,
2019,1435,104413,1461788,9739474,7761696,
2019,1101,27164,407464,1363430,1363430,
2019,1124,120368,1805516,9185513,9185513,
2019,1394,28282,480792,1806166,1806166,
2019,1222,61081,916219,5314928,5314928,
2019,1249,22887,274645,1433580,1417212,
2019,1317,44976,764599,3276255,3276255,
2019,1341,25733,360262,1131873,1131873,
2019,1358,17461,296831,1227278,1227278,
2019,1374,125456,1630930,7497541,7497541,
2019,1372,28674,487453,1931408,1931408,
2019,1426,28559,514067,1943636,1943636,
2019,1400,107414,1611205,18495410,11357338,
2019,1431,44125,838368,4889206,4166643,
2019,1395,124626,1994023,16239880,17007743,
2019,1427,45127,676907,2181947,2181947,
2019,1411,8031,120460,1616260,1616260,
2019,1403,135763,2307977,9889275,9020201,
2019,1429,20559,657890,3451734,3451734,
2019,1428,76040,1368716,9754858,8808011,
2019,1451,30466,487456,1930140,1930140,
2019,1436,27256,436096,2199465,1992602,
2019,1206,64375,901244,4032773,4032773,
2019,1214,16158,274686,1252604,1149617,
2019,1241,46924,656941,2761166,2761166,
2019,1251,26269,420303,2735684,2735684,
2019,1255,16239,276061,1893456,1774475,
2019,1313,25554,357751,1432489,1432489,
2019,1330,61341,981454,3348329,3348329,
2019,1347,37500,562505,1605340,1605340,
2019,1350,52875,898868,4746842,4746842,
2019,1439,151155,1965013,13410392,11294240,
2019,1433,81842,1145792,8852784,6148859,
2019,1438,65329,1110587,13468010,10501454,
2019,1186,23074,415340,1635085,1635085,
2019,1211,132651,1989770,14723219,9846552,
2019,1450,56031,784430,5756568,4914186,
2019,1267,58698,939164,2980567,2980567,
2019,1452,257143,3342853,7282004,10196409,
2019,1266,288664,4329958,19668714,12094572,
2019,1453,29409,411728,1758211,1758211,
2019,1458,114104,1939772,22438795,10636714,
2019,1454,33424,501364,2321139,2321139,
2019,1461,48457,726851,3272527,3312831,
2019,1390,58142,872125,7254493,6375064,
2019,1345,145477,2036683,9891222,8410571,
2019,1195,21858,415305,1828996,1828996,
2021,1105,43798,656965,1382143,1567122,
2021,1412,48770,780316,3705028,3705028,
2021,1106,10313,185632,966118,966118,
2021,1104,108916,1851566,14722223,9429628,
2021,1120,88956,1779121,12258411,11775810,
2021,1240,24534,343471,1546609,1546609,
2021,1375,34435,516530,2218080,2054576,
2021,1407,15428,231423,2486520,2021091,
2021,1112,202883,3449019,16890955,10371308,
2021,1213,53159,797383,5338540,5338540,
2021,1114,33261,532179,965696,2081803,
2021,1116,135953,2039294,18727503,9883016,
2021,1115,22740,295621,801214,801214,
2021,1142,33001,462007,2236551,2236551,
2021,1167,41650,541451,2975591,2306800,
2021,1201,29417,500086,3221377,3221377,
2021,1168,20264,324219,1789031,1891355,
2021,1253,25049,400781,2534581,2534581,
2021,1169,42560,680960,1915353,2633052,
2021,1143,88659,1507196,7367945,7177832,
2021,1413,27578,413670,2322182,2322182,
2021,1414,36924,590778,3062930,2976189,
2021,1417,197263,2958943,11036275,11510394,
2021,1364,25262,378924,3212593,3212593,
2021,1334,47549,713238,3195439,3195439,
2021,1337,33599,604785,4291529,4291529,
2021,1361,130898,2487071,6180000,5560084,
2021,1360,27036,432569,2929756,2929756,
2021,1362,52338,785071,4294860,4294860,
2021,1388,57782,924513,4401624,4401624,
2021,1425,88300,1324494,6540372,7031040,
2021,1161,64547,903653,4328160,4328160,
2021,1294,29196,437938,1507119,1507119,
2021,1148,12867,193005,1360085,1360085,
2021,1163,174866,2622988,9789117,10614320,
2021,1216,25577,383655,2584087,2584087,
2021,1463,28036,420541,1406865,1397230,
2021,1175,19499,292487,912153,912153,
2021,1174,39849,518039,2681392,2681392,
2021,1110,20125,281744,2004795,2004795,
2021,1203,38973,740479,4261344,4261344,
2021,1416,53348,906909,3585782,5515278,
2021,1197,16574,248603,999869,999869,
2021,1194,36249,543740,2337677,2337677,
2021,1199,88980,1690629,13061863,10502886,
2021,1196,156918,2196850,11061415,9443199,
2021,1274,122916,1597910,9209237,9209237,
2021,1316,26200,366804,1554410,1554410,
2021,1378,89502,1163532,4982170,4982170,
2021,1210,102928,1749781,6063195,7318594,
2021,1209,33297,499453,2628401,2628401,
2021,1208,108164,1622453,9651731,8304553,
2021,1273,16510,264165,2217392,2217392,
2021,1218,33248,498725,1933823,2827221,
2021,1129,40208,683544,5198696,3446875,
2021,1133,30118,451765,3412037,3412037,
2021,1177,68005,1224087,6622986,6622986,
2021,1227,39566,593494,2203073,2848259,
2021,1228,104168,1666692,21483602,11607633,
2021,1260,40565,649039,4412586,4412586,
2021,1321,84882,1273233,9116097,9688631,
2021,1139,65554,1048858,7960230,5846934,
2021,1237,18251,292013,1818044,1818044,
2021,1232,39815,597224,2128080,2128080,
2021,1231,168092,2689468,25140266,12869789,
2021,1323,172980,2075754,3926701,8627166,
2021,1434,42318,592452,2621694,2451915,
2021,1179,55505,943586,1673180,2998669,
2021,1235,87676,1490490,11624983,7561594,
2021,1234,130498,2087963,11163105,8557033,
2021,1320,38846,699234,3258224,3258224,
2021,1242,187063,2805940,16454643,10968619,
2021,1243,143179,2004502,9802910,7774810,
2021,1455,65448,1047175,8257254,7431720,
2021,1184,13284,212547,1434809,1434809,
2021,1207,2082,37479,739745,739745,
2021,1246,175548,2457676,29307070,18347857,
2021,1257,137070,2193117,40684042,19847347,
2021,1287,18016,234210,1156439,1156439,
2021,1293,32919,427946,3982343,2555342,
2021,1297,47698,715466,2536043,2536043,
2021,1443,51510,772649,3147254,3147254,
2021,1261,118393,1775889,8760820,9257738,
2021,1270,17165,291811,1283893,1283893,
2021,1309,13726,205886,1009631,1009631,
2021,1322,6575,164384,1043963,1043963,
2021,1368,12519,187782,1109682,1109682,
2021,1380,13679,246228,825043,825043,
2021,1418,38150,572248,2553140,2553140,
2021,1164,13619,190670,1186777,1186777,
2021,1259,25590,435028,2146896,2146896,
2021,1420,35057,490801,2370056,2370056,
2021,1268,95119,1617016,14082391,8563323,
2021,1288,18454,424442,2004471,1562297,
2021,1291,24338,365076,1712527,1712527,
2021,1130,110061,1981101,7107365,6979235,
2021,1131,29593,473485,2814251,2814251,
2021,1217,17961,341250,1525604,1525604,
2021,1221,24616,369239,2333917,2333917,
2021,1318,45498,591478,3268339,3268339,
2021,1141,28985,492751,2100421,2100421,
2021,1178,40973,573623,3140590,3140590,
2021,1276,100861,1512918,17759785,7469435,
2021,1277,154053,2772950,20211332,12177385,
2021,1324,29602,444024,2421540,2298347,
2021,1444,29971,449558,2204126,2204126,
2021,1278,118658,1661218,14768976,8435194,
2021,1108,5920,100641,548863,548863,
2021,1238,5873,123325,789914,789914,
2021,1290,11176,167641,869700,489689,
2021,1280,74631,1492616,7373585,7373585,
2021,1379,28198,451162,1794381,1794381,
2021,1281,162254,2596060,10818454,9118566,
2021,1387,7616,114237,672154,672154,
2021,1449,6410,108974,493916,396610,
2021,1286,31509,472639,1809316,1790002,
2021,1285,37660,602564,2390235,2485860,
2021,1166,97849,1467730,9415829,9355753,
2021,1304,101452,2029037,13517159,10930019,
2021,1424,63272,949078,5172024,5172024,
2021,1305,86777,1388424,7601863,3897923,
2021,1192,17864,232227,1827543,1827543,
2021,1284,23839,333750,3103037,3103037,
2021,1343,20065,341111,1572141,1572141,
2021,1353,141862,2127932,8249544,8249544,
2021,1371,105940,1483153,8039631,8039631,
2021,1307,55591,945046,4178669,4176344,
2021,1308,27221,544413,3286270,3286270,
2021,1159,32290,484348,2345181,2345181,
2021,1165,10866,184720,1100729,1100729,
2021,1233,22768,318756,3037713,3037714,
2021,1254,19987,319793,2537572,2537572,
2021,1264,20645,433546,2366118,2366118,
2021,1310,34708,485916,1669441,1669441,
2021,1373,92363,1108351,2982539,2982539,
2021,1385,76798,1151969,11549101,11549101,
2021,1107,15161,242580,2135824,1628424,
2021,1138,40662,691257,2516763,2516763,
2021,1392,51456,771841,2850823,2850823,
2021,1393,130612,2089790,22665104,13981273,
2021,1447,16246,211192,1680721,1546857,
2021,1111,30687,460299,1978717,1978717,
2021,1172,41953,713200,3950768,3488697,
2021,1181,119976,1799635,33382946,19949246,
2021,1205,11707,199019,1230646,1230646,
2021,1299,30092,511564,1636852,1659795,
2021,1421,19172,268402,1241395,1241395,
2021,1314,83836,2766573,26230915,9156512,
2021,1150,43316,649738,3685899,3685899,
2021,1422,35618,605508,2482153,2355335,
2021,1300,22901,366416,1824994,1824994,
2021,1301,95485,1432276,15361204,9787691,
2021,1448,85384,1451536,9062420,9062420,
2021,1315,34697,520458,2030890,2030890,
2021,1295,36421,546310,1757396,1757396,
2021,1103,26814,429024,2990984,2990984,
2021,1153,110380,1876464,6245375,6245375,
2021,1156,34868,557885,2190896,2307169,
2021,1173,118281,2010778,12770091,8212991,
2021,1245,35039,560630,364684,2034026,
2021,1275,26804,402059,2322698,2322698,
2021,1326,146548,2198222,22020260,10549049,
2021,1325,39997,519964,2824782,2824782,
2021,1460,34743,521147,3258201,3258201,
2021,1462,45995,597938,12422262,9205473,
2021,1329,103864,1557954,11184901,7050752,
2021,1331,43196,647940,2387907,2074328,
2021,1409,57065,855979,5083099,5083099,
2021,1333,12419,198697,6613500,6401055,
2021,1332,90628,1631311,10518656,10232394,
2021,1340,29284,468539,1414241,1414241,
2021,1137,23973,335625,2331882,2331882,
2021,1180,30175,392274,2632430,2632430,
2021,1247,61038,915565,3265413,3146557,
2021,1248,13260,198901,1895736,1895736,
2021,1250,17407,243692,1779793,1779793,
2021,1335,20920,355633,1948109,1948109,
2021,1338,140866,2394715,10821278,10023053,
2021,1352,27464,384495,2220578,2220578,
2021,1386,56396,958740,4424092,4424092,
2021,1396,107712,1723397,6432467,6432467,
2021,1437,239359,3590384,17156399,13021970,
2021,1136,22013,352211,1675827,1675827,
2021,1344,148891,2382257,12448442,12448442,
2021,1348,169012,2366166,4488258,4345286,
2021,1158,46299,694478,3054858,3054858,
2021,1155,67528,1080455,9308562,7937279,
2021,1376,75029,1200462,10267956,8230497,
2021,1157,29417,441259,2165693,2165693,
2021,1354,11410,205378,847152,737913,
2021,1457,15737,267525,1935243,1855620,
2021,1459,21279,340461,1795343,1795343,
2021,1355,31530,441420,1921465,1921465,
2021,1122,27805,389263,525037,1689453,
2021,1125,24555,417428,2739717,2739717,
2021,1252,21031,336491,1872429,1872429,
2021,1190,19232,288478,2160240,2160240,
2021,1272,208583,2503000,11932656,11932656,
2021,1292,39207,627305,3151735,3151735,
2021,1435,88855,1421676,14072415,14072415,
2021,1101,26634,372874,1604471,1709614,
2021,1124,146102,2191537,9790607,9790607,
2021,1394,28557,428348,1868445,1868445,
2021,1222,91594,1190722,7726259,7726259,
2021,1249,17228,241193,1444668,1391150,
2021,1317,49539,743080,3029265,3029265,
2021,1341,21397,385146,1199860,1199860,
2021,1358,17866,267992,1209741,1209741,
2021,1374,90674,1269429,7373594,7373594,
2021,1372,32717,523469,2064144,2064144,
2021,1426,34469,551508,2264655,2264655,
2021,1400,86335,1554038,13322731,10494885,
2021,1431,52241,940330,4722860,3380983,
2021,1395,85814,1802099,12557097,13447019,
2021,1427,43142,603981,2398192,2398192,
2021,1411,4456,62378,1781573,1634270,
2021,1403,164055,2460820,12123903,11578946,
2021,1429,44676,1384963,5154826,5154826,
2021,1428,76671,1303412,9140259,8638948,
2021,1451,29529,472466,1847499,1847499,
2021,1436,25623,461210,2470169,2588731,
2021,1206,63268,949022,4725888,4725888,
2021,1214,17488,297299,1034611,1299095,
2021,1241,37582,488566,3637197,3637197,
2021,1251,39052,624828,3528543,3528543,
2021,1255,22998,344971,1614612,1829908,
2021,1313,29367,411135,1563011,1563011,
2021,1330,77821,1167312,3520745,3520745,
2021,1347,16876,286886,532253,1674412,
2021,1350,71196,1067947,4897831,4897831,
2021,1439,118626,1779394,11795978,10269671,
2021,1433,92069,1288969,9087920,6721809,
2021,1438,48064,961278,13677300,11233029,
2021,1186,24533,441596,1489002,1653951,
2021,1211,105158,1577365,14153038,9888823,
2021,1450,49967,849442,6659769,6778055,
2021,1267,50674,861454,2993795,2993795,
2021,1452,186031,2604433,8228788,10355093,
2021,1266,265773,3986590,19732396,14040298,
2021,1453,29765,446473,1722597,1722597,
2021,1458,113672,1818749,19453045,8584987,
2021,1454,37587,676574,2330254,2330254,
2021,1461,39569,633101,3709285,3596686,
2021,1390,56113,841699,7768928,6480368,
2021,1345,146909,2203632,15155248,8286755,
2021,1195,25263,429476,1713690,1713690,
2022,1105,27325,409876,1107100,1296985,
2022,1412,41009,574131,3891022,3672705,
2022,1106,6870,103051,849103,849103,
2022,1104,66351,1393369,13721815,8387815,
2022,1120,121472,2186504,9917360,9917360,
2022,1240,12327,221891,1304794,1304794,
2022,1375,23078,346175,2003985,1924707,
2022,1407,8658,138527,1569208,1442463,
2022,1112,51066,868115,10076121,13261874,
2022,1213,44800,716793,5344682,5344682,
2022,1114,27941,447059,1568052,1913077,
2022,1116,109840,1757434,14951065,8201219,
2022,1115,8939,160894,784286,784286,
2022,1142,16005,272090,1919812,1919812,
2022,1167,22791,319080,2015352,1812980,
2022,1201,32219,451063,2424425,2424425,
2022,1168,13206,198086,1417316,1417316,
2022,1253,14812,266609,1844213,1844213,
2022,1169,20287,304303,1419171,1897234,
2022,1143,57665,922646,5787965,5912459,
2022,1413,16497,247461,2107284,2107284,
2022,1414,23149,347229,2484397,2364790,
2022,1417,126501,1771016,9072651,9072651,
2022,1364,14328,243575,2662337,2662337,
2022,1334,21389,299446,2857649,2857649,
2022,1337,28670,487387,3360468,3360468,
2022,1361,54443,979981,4256831,4256831,
2022,1360,12200,195206,1919409,1919409,
2022,1362,51341,770111,3907169,3907169,
2022,1388,53587,696634,3562879,3562879,
2022,1425,90764,1452224,7145203,7174744,
2022,1161,59397,772166,3681386,3681386,
2022,1294,14945,239113,1284289,1284289,
2022,1148,5687,68247,1233567,1233567,
2022,1163,96697,1450461,7582613,7582613,
2022,1216,22888,343318,1765354,1765354,
2022,1175,9700,145504,959357,959357,
2022,1174,12763,204205,2609642,2609642,
2022,1110,6582,98726,1658774,1658774,
2022,1203,15091,271630,3302485,3302485,
2022,1416,33542,536671,3568773,4273643,
2022,1197,10783,204881,822486,822486,
2022,1194,11210,168149,2037036,2037036,
2022,1199,49934,948744,6727136,6727136,
2022,1196,76390,1145851,9383750,6524621,
2022,1274,99788,1397034,7643768,7643768,
2022,1316,15936,223104,1377321,1377321,
2022,1210,78265,1330509,5626946,5774159,
2022,1209,15616,249848,2457654,2457654,
2022,1208,60290,844053,9358540,7130192,
2022,1273,18317,311385,2101840,2101840,
2022,1218,18654,279817,621407,2207505,
2022,1129,32981,560683,2826726,2853999,
2022,1133,19916,298738,2680591,2680591,
2022,1177,58280,1049046,5559830,5559830,
2022,1260,37389,635606,3834189,3834189,
2022,1321,45128,631795,8754999,7527703,
2022,1139,65204,978066,7104861,5017012,
2022,1237,11676,175141,1386261,1386261,
2022,1232,25562,383424,1716763,1676570,
2022,1231,108928,1633927,11341269,10161350,
2022,1323,101061,1212727,7850864,6770465,
2022,1434,22190,377237,2019347,2158332,
2022,1179,27568,468659,3576554,2598945,
2022,1235,61677,986830,10296533,6125139,
2022,1234,74784,1196544,6874147,6874147,
2022,1320,22590,338851,2652623,2413381,
2022,1242,86375,1295620,7484382,14079953,
2022,1243,89382,1251352,6616324,6524007,
2022,1455,52720,843519,11778856,11778856,
2022,1184,12394,223091,1516877,1483636,
2022,1207,1323,31762,714383,714383,
2022,1246,132833,1992501,17646655,17646655,
2022,1257,97305,1654193,12321810,12321810,
2022,1287,17606,246482,1115712,1115712,
2022,1293,14194,198716,2450218,1567601,
2022,1297,27504,385055,1939397,1939397,
2022,1443,47627,714403,2888486,2888486,
2022,1261,65900,1186203,7428061,7577483,
2022,1270,11496,195425,1247852,1247852,
2022,1309,7225,173401,952898,952898,
2022,1322,8563,179813,1200022,862522,
2022,1368,10041,160663,1062447,1062447,
2022,1380,11411,136927,551568,779976,
2022,1418,21933,328991,2321405,2321405,
2022,1164,8663,129938,619158,619158,
2022,1259,6219,99500,1644513,1644513,
2022,1420,12347,197552,1841020,1841020,
2022,1268,81326,1219883,6655346,7727539,
2022,1288,10182,203638,1219442,1216052,
2022,1291,15840,237604,1620063,1620063,
2022,1130,82341,1399799,5962476,7739270,
2022,1131,9546,171833,2266211,2266211,
2022,1221,18881,245453,2114511,2114511,
2022,1318,28470,427050,3020876,3020876,
2022,1141,15395,246325,1583617,1583617,
2022,1178,15440,231604,2217599,2217599,
2022,1276,67101,1140713,11386430,7178782,
2022,1277,81675,1225126,12266921,8563483,
2022,1324,17030,238420,1687805,1666670,
2022,1444,10186,152796,1210590,1210590,
2022,1278,72314,1012390,12057790,6296158,
2022,1108,6643,106280,561304,561304,
2022,1238,4289,94362,776962,776962,
2022,1290,7073,106089,463772,463772,
2022,1280,68042,1088677,6742394,6260208,
2022,1379,21626,389263,1682328,1682328,
2022,1281,84155,1178164,10690301,7321237,
2022,1387,2911,40758,533443,533443,
2022,1286,20642,309629,1269780,1475643,
2022,1285,6567,98502,2033439,2033439,
2022,1166,76070,1141049,7066546,7066546,
2022,1304,57246,1030426,10183146,10183146,
2022,1424,27794,416910,4018890,4018890,
2022,1305,50793,711107,3229484,3229484,
2022,1192,7665,107306,1467158,1467158,
2022,1284,11606,174089,2375294,2375294,
2022,1353,97135,1554165,7925210,7925210,
2022,1371,81501,1059515,6431722,6431722,
2022,1307,10003,180056,1439152,3253575,
2022,1308,38191,611050,2962064,2962064,
2022,1159,11436,182983,1975715,1975715,
2022,1233,31997,543945,3672697,3672697,
2022,1254,8333,149992,2178234,2178234,
2022,1264,15433,262353,2102734,2102734,
2022,1310,19712,295687,1636848,1636848,
2022,1373,18097,253360,1990098,1990098,
2022,1107,10780,172486,1784503,1764882,
2022,1138,31363,470440,2049385,2049385,
2022,1392,16523,231325,1722221,2001326,
2022,1393,70275,1264947,13963364,10064914,
2022,1447,11397,148164,1543735,1543735,
2022,1111,16964,305349,1473653,1473653,
2022,1172,29607,414500,2655050,3108625,
2022,1181,65485,982278,22513062,14492257,
2022,1205,9499,142481,1375932,1222739,
2022,1299,9306,176822,1266125,1152930,
2022,1421,6690,107032,970762,970762,
2022,1314,94134,1600286,13121288,8116597,
2022,1150,31746,476194,2886076,2886076,
2022,1422,36178,651209,2089131,2089131,
2022,1300,7886,110407,1338388,1338388,
2022,1301,78826,1103568,9334862,7579872,
2022,1448,46392,835048,5783444,5783444,
2022,1315,22084,287097,1450927,1450927,
2022,1295,15665,219304,1305444,1305444,
2022,1103,15872,253957,2106864,2106864,
2022,1153,46461,696912,4685740,4685740,
2022,1156,20210,343574,1832426,2115436,
2022,1173,68797,1169548,9667840,5976600,
2022,1245,33200,498000,748155,1578000,
2022,1275,12346,197531,1634566,1634566,
2022,1326,84766,1271494,15418363,9481027,
2022,1325,23412,374589,2448308,2448308,
2022,1460,15861,206194,2399333,2399333,
2022,1462,8983,143730,11493552,6984664,
2022,1329,52256,888344,9334233,5097903,
2022,1331,35906,646315,2104244,1977760,
2022,1409,31382,502107,4853543,4853543,
2022,1333,19029,304464,4943574,4943574,
2022,1332,75115,1126722,3637232,8528186,
2022,1340,8219,123279,1375780,1375780,
2022,1137,9634,134877,2008060,2008060,
2022,1180,18454,295262,2627330,2627330,
