team,year,TeamID,lookup,herop_percentot
East Carolina (C-USA),2012,0,2012-0,0.188679245
Valparaiso (Horizon),2012,1434,2012-1434,0.214804064
UConn (AAC),2012,1163,2012-1163,0.257267442
Providence (AAC),2012,1344,2012-1344,0.231104651
Liberty (Big South),2012,1251,2012-1251,0.188953488
Mississippi Val. (SWAC),2012,1279,2012-1279,0.188953488
Pittsburgh (AAC),2012,1338,2012-1338,0.225618632
Maryland (ACC),2012,1268,2012-1268,0.310043668
Robert Morris (NEC),2012,1352,2012-1352,0.238719068
Western Mich. (MAC),2012,1444,2012-1444,0.189504373
Maine (America East),2012,0,2012-0,0.189504373
Louisiana (Sun Belt),2012,1418,2012-1418,0.189504373
Rhode Island (Atlantic 10),2012,1348,2012-1348,0.189504373
UCLA (Pac-12),2012,1417,2012-1417,0.189504373
Seton Hall (AAC),2012,1371,2012-1371,0.233236152
UC Irvine (Big West),2012,1414,2012-1414,0.189781022
Tennessee St. (OVC),2012,0,2012-0,0.19005848
App State (SoCon),2012,1111,2012-1111,0.19005848
CSU Bakersfield (Independent),2012,1167,2012-1167,0.19005848
VCU (CAA),2012,1433,2012-1433,0.19005848
Illinois St. (MVC),2012,1227,2012-1227,0.19033675
Boise St. (Mountain West),2012,1129,2012-1129,0.19033675
Washington St. (Pac-12),2012,1450,2012-1450,0.265395894
CSUN (Big West),2012,1169,2012-1169,0.221732746
Denver (Sun Belt),2012,0,2012-0,0.190895742
Mercer (ASUN),2012,1273,2012-1273,0.191176471
Marist (MAAC),2012,0,2012-0,0.191176471
Colorado (Pac-12),2012,1160,2012-1160,0.191176471
North Florida (ASUN),2012,1316,2012-1316,0.213864307
Vermont (America East),2012,1436,2012-1436,0.192023634
San Jose St. (WAC),2012,0,2012-0,0.192023634
ETSU (ASUN),2012,1190,2012-1190,0.220088626
Georgia St. (CAA),2012,1209,2012-1209,0.192023634
Loyola Maryland (MAAC),2012,1259,2012-1259,0.192307692
McNeese (Southland),2012,1270,2012-1270,0.269230769
Youngstown St. (Horizon),2012,0,2012-0,0.192307692
Army West Point (Patriot),2012,0,2012-0,0.192307692
Tulsa (C-USA),2012,1409,2012-1409,0.244444444
Stony Brook (America East),2012,1392,2012-1392,0.192878338
Minnesota (Big Ten),2012,1278,2012-1278,0.193164933
Utah St. (WAC),2012,1429,2012-1429,0.242559524
San Diego (WCC),2012,1360,2012-1360,0.193740686
Notre Dame (AAC),2012,1323,2012-1323,0.194029851
Charlotte (Atlantic 10),2012,1150,2012-1150,0.235820896
Sacramento St. (Big Sky),2012,0,2012-0,0.194029851
Oklahoma St. (Big 12),2012,1329,2012-1329,0.255605381
Drake (MVC),2012,1179,2012-1179,0.246636771
Monmouth (NEC),2012,1284,2012-1284,0.19431988
Ga. Southern (SoCon),2012,0,2012-0,0.194902549
South Alabama (Sun Belt),2012,1375,2012-1375,0.227886057
Morgan St. (MEAC),2012,1288,2012-1288,0.194902549
Michigan (Big Ten),2012,1276,2012-1276,0.218890555
St. John's (NY) (AAC),2012,1385,2012-1385,0.255639098
Florida A&M (MEAC),2012,1197,2012-1197,0.195488722
UCF (C-USA),2012,1416,2012-1416,0.22439759
Eastern Ky. (OVC),2012,1184,2012-1184,0.256410256
Bowling Green (MAC),2012,0,2012-0,0.196078431
Nicholls (Southland),2012,0,2012-0,0.196078431
Ole Miss (SEC),2012,1290,2012-1290,0.196374622
Princeton (Ivy League),2012,1343,2012-1343,0.243202417
Samford (SoCon),2012,0,2012-0,0.19667171
Delaware St. (MEAC),2012,1175,2012-1175,0.243570348
James Madison (CAA),2012,1241,2012-1241,0.240544629
Cleveland St. (Horizon),2012,1156,2012-1156,0.196969697
Idaho St. (Big Sky),2012,0,2012-0,0.196969697
Fla. Atlantic (Sun Belt),2012,1194,2012-1194,0.197268589
Missouri St. (MVC),2012,0,2012-0,0.197268589
Fresno St. (WAC),2012,1201,2012-1201,0.270516717
Southern Utah (Summit League),2012,0,2012-0,0.197869102
Gardner-Webb (Big South),2012,1205,2012-1205,0.197869102
Illinois (Big Ten),2012,1228,2012-1228,0.224085366
Old Dominion (CAA),2012,1330,2012-1330,0.235114504
Canisius (MAAC),2012,0,2012-0,0.198473282
LSU (SEC),2012,1261,2012-1261,0.198473282
Rutgers (AAC),2012,1353,2012-1353,0.198473282
Cornell (Ivy League),2012,1165,2012-1165,0.198473282
Wake Forest (ACC),2012,1448,2012-1448,0.254961832
Harvard (Ivy League),2012,1217,2012-1217,0.198776758
Eastern Ill. (OVC),2012,0,2012-0,0.198776758
Virginia Tech (ACC),2012,1439,2012-1439,0.238897397
Hofstra (CAA),2012,0,2012-0,0.199081164
Fairfield (MAAC),2012,0,2012-0,0.199081164
UNI (MVC),2012,1320,2012-1320,0.199386503
Columbia (Ivy League),2012,0,2012-0,0.199386503
Penn (Ivy League),2012,1335,2012-1335,0.284178187
Cal Poly (Big West),2012,1142,2012-1142,0.19969278
Portland (WCC),2012,0,2012-0,0.19969278
Western Ky. (Sun Belt),2012,1443,2012-1443,0.19969278
Holy Cross (Patriot),2012,1221,2012-1221,0.224615385
Jacksonville (ASUN),2012,0,2012-0,0.2
Alabama (SEC),2012,1104,2012-1104,0.2
Jacksonville St. (OVC),2012,1240,2012-1240,0.200308166
UNCW (CAA),2012,1423,2012-1423,0.235747304
Furman (SoCon),2012,0,2012-0,0.200927357
Drexel (CAA),2012,1180,2012-1180,0.200927357
Arkansas St. (Sun Belt),2012,1114,2012-1114,0.20123839
Tulane (C-USA),2012,0,2012-0,0.20123839
Clemson (ACC),2012,1155,2012-1155,0.201550388
Green Bay (Horizon),2012,1453,2012-1453,0.201550388
American (Patriot),2012,1110,2012-1110,0.285271318
Kansas City (Summit League),2012,0,2012-0,0.201550388
Hampton (MEAC),2012,1214,2012-1214,0.281055901
South Carolina St. (MEAC),2012,1354,2012-1354,0.26242236
Bethune-Cookman (MEAC),2012,0,2012-0,0.201863354
Indiana St. (MVC),2012,1232,2012-1232,0.201863354
The Citadel (SoCon),2012,0,2012-0,0.202492212
Wofford (SoCon),2012,1459,2012-1459,0.2328125
Milwaukee (Horizon),2012,1454,2012-1454,0.203442879
Boston U. (America East),2012,1131,2012-1131,0.306729264
Wisconsin (Big Ten),2012,1458,2012-1458,0.228840125
Siena (MAAC),2012,1373,2012-1373,0.235478807
Savannah St. (MEAC),2012,0,2012-0,0.204081633
Little Rock (Sun Belt),2012,0,2012-0,0.204081633
Winthrop (Big South),2012,1457,2012-1457,0.251572327
Ball St. (MAC),2012,0,2012-0,0.205047319
FIU (Sun Belt),2012,0,2012-0,0.205371248
Butler (Horizon),2012,1139,2012-1139,0.205371248
UMBC (America East),2012,1420,2012-1420,0.243670886
UTEP (C-USA),2012,1431,2012-1431,0.205696203
Colgate (Patriot),2012,1159,2012-1159,0.206022187
Virginia (ACC),2012,1438,2012-1438,0.284126984
Prairie View (SWAC),2012,1341,2012-1341,0.206349206
Alabama A&M (SWAC),2012,1105,2012-1105,0.206349206
Pacific (Big West),2012,1334,2012-1334,0.206677266
Wyoming (Mountain West),2012,1461,2012-1461,0.206677266
Alcorn (SWAC),2012,1108,2012-1108,0.207006369
Chicago St. (GWC),2012,0,2012-0,0.207006369
Morehead St. (OVC),2012,1287,2012-1287,0.207336523
Southern Ill. (MVC),2012,1356,2012-1356,0.207336523
UT Martin (OVC),2012,0,2012-0,0.207336523
Auburn (SEC),2012,1120,2012-1120,0.207667732
Northeastern (CAA),2012,1318,2012-1318,0.231629393
UTRGV (GWC),2012,0,2012-0,0.208333333
Northern Ariz. (Big Sky),2012,0,2012-0,0.209003215
UC Davis (Big West),2012,1413,2012-1413,0.209339775
George Washington (Atlantic 10),2012,1203,2012-1203,0.209677419
Fordham (Atlantic 10),2012,0,2012-0,0.209677419
Kennesaw St. (ASUN),2012,0,2012-0,0.210016155
Central Mich. (MAC),2012,1141,2012-1141,0.255250404
Penn St. (Big Ten),2012,1336,2012-1336,0.30420712
Western Ill. (Summit League),2012,0,2012-0,0.211038961
Air Force (Mountain West),2012,1102,2012-1102,0.253246753
Georgia (SEC),2012,1208,2012-1208,0.23538961
SFA (Southland),2012,1372,2012-1372,0.211038961
Brown (Ivy League),2012,0,2012-0,0.211382114
South Carolina (SEC),2012,1376,2012-1376,0.211726384
Radford (Big South),2012,1347,2012-1347,0.212418301
New Hampshire (America East),2012,0,2012-0,0.212418301
Texas A&M (Big 12),2012,1401,2012-1401,0.212765957
Bradley (MVC),2012,1133,2012-1133,0.242225859
Texas Southern (SWAC),2012,1411,2012-1411,0.213114754
Arizona St. (Pac-12),2012,1113,2012-1113,0.213114754
Ark.-Pine Bluff (SWAC),2012,1115,2012-1115,0.267651888
Nebraska (Big Ten),2012,1304,2012-1304,0.252873563
UIC (Horizon),2012,0,2012-0,0.213464696
Saint Francis (PA) (NEC),2012,0,2012-0,0.213815789
FDU (NEC),2012,1192,2012-1192,0.248355263
Miami (OH) (MAC),2012,1275,2012-1275,0.270181219
Howard (MEAC),2012,0,2012-0,0.21416804
Southern U. (SWAC),2012,1380,2012-1380,0.214521452
UAB (C-USA),2012,1412,2012-1412,0.266115702
ULM (Sun Belt),2012,0,2012-0,0.215588723
William & Mary (CAA),2012,0,2012-0,0.215588723
Mount St. Mary's (NEC),2012,1291,2012-1291,0.215588723
Georgia Tech (ACC),2012,1210,2012-1210,0.215946844
Hartford (America East),2012,1216,2012-1216,0.216666667
Southeastern La. (Southland),2012,1368,2012-1368,0.217028381
SMU (C-USA),2012,1374,2012-1374,0.247906198
UMES (MEAC),2012,0,2012-0,0.218487395
Texas Tech (Big 12),2012,1403,2012-1403,0.218487395
UC Riverside (Big West),2012,0,2012-0,0.218855219
Alabama St. (SWAC),2012,1106,2012-1106,0.218855219
Pepperdine (WCC),2012,1337,2012-1337,0.219224283
South Fla. (AAC),2012,1378,2012-1378,0.219594595
Boston College (ACC),2012,1130,2012-1130,0.219966159
Sam Houston (Southland),2012,1358,2012-1358,0.221843003
A&M-Corpus Christi (Southland),2012,1394,2012-1394,0.222222222
Saint Peter's (MAAC),2012,1389,2012-1389,0.224137931
Wright St. (Horizon),2012,1460,2012-1460,0.224137931
Navy (Patriot),2012,0,2012-0,0.224525043
Dartmouth (Ivy League),2012,0,2012-0,0.225694444
Loyola Chicago (Horizon),2012,1260,2012-1260,0.267482517
Binghamton (America East),2012,1127,2012-1127,0.228873239
Jackson St. (SWAC),2012,1238,2012-1238,0.260714286
Utah (Pac-12),2012,1428,2012-1428,0.234234234
NIU (MAC),2012,0,2012-0,0.23465704
Grambling (SWAC),2012,0,2012-0,0.240740741
Eastern Mich. (MAC),2012,0,2012-0,0.243902439
Southern California (Pac-12),2012,1425,2012-1425,0.247148289
Towson (CAA),2012,0,2012-0,0.252427184
Northwestern St. (Southland),2013,1322,2013-1322,0.157958688
Iona (MAAC),2013,1233,2013-1233,0.285714286
Indiana (Big Ten),2013,1231,2013-1231,0.203452528
Iowa St. (Big 12),2013,1235,2013-1235,0.185
Ole Miss (SEC),2013,1290,2013-1290,0.247787611
Detroit Mercy (Horizon),2013,1178,2013-1178,0.243346008
Duke (ACC),2013,1181,2013-1181,0.216010165
LIU (NEC),2013,1254,2013-1254,0.244274809
VMI (Big South),2013,0,2013-0,0.165394402
Gonzaga (WCC),2013,1211,2013-1211,0.225765306
VCU (Atlantic 10),2013,1433,2013-1433,0.201024328
NC State (ACC),2013,1301,2013-1301,0.194622279
Houston (C-USA),2013,1222,2013-1222,0.230769231
North Carolina (ACC),2013,1314,2013-1314,0.187902188
Missouri (SEC),2013,1281,2013-1281,0.187902188
Cal St. Fullerton (Big West),2013,1168,2013-1168,0.23483871
Belmont (OVC),2013,1125,2013-1125,0.234455959
East Carolina (C-USA),2013,0,2013-0,0.169050715
BYU (WCC),2013,1140,2013-1140,0.272490222
Central Ark. (Southland),2013,0,2013-0,0.169712794
Saint Mary's (CA) (WCC),2013,1388,2013-1388,0.215686275
Creighton (MVC),2013,1166,2013-1166,0.306684142
Weber St. (Big Sky),2013,1451,2013-1451,0.202365309
Michigan (Big Ten),2013,1276,2013-1276,0.252645503
UCLA (Pac-12),2013,1417,2013-1417,0.239735099
Illinois St. (MVC),2013,1227,2013-1227,0.24005305
CSUN (Big West),2013,1169,2013-1169,0.208499336
Kansas (Big 12),2013,1242,2013-1242,0.219414894
Memphis (C-USA),2013,1272,2013-1272,0.174496644
Kentucky (SEC),2013,1246,2013-1246,0.174966353
Ohio (MAC),2013,1325,2013-1325,0.174966353
Baylor (Big 12),2013,1124,2013-1124,0.257065949
South Dakota St. (Summit League),2013,1355,2013-1355,0.307277628
Louisiana Tech (WAC),2013,0,2013-0,0.175202156
Santa Clara (WCC),2013,0,2013-0,0.175438596
Eastern Ky. (OVC),2013,1184,2013-1184,0.206477733
Southeast Mo. St. (OVC),2013,0,2013-0,0.175438596
Bryant (NEC),2013,1136,2013-1136,0.238866397
Niagara (MAAC),2013,1310,2013-1310,0.247297297
Charleston So. (Big South),2013,0,2013-0,0.175913396
Southern Miss. (C-USA),2013,1379,2013-1379,0.207317073
Arkansas (SEC),2013,1116,2013-1116,0.211382114
Oakland (Summit League),2013,1324,2013-1324,0.298507463
Hawaii (Big West),2013,1218,2013-1218,0.215739484
Boise St. (Mountain West),2013,1129,2013-1129,0.230664858
Akron (MAC),2013,1103,2013-1103,0.176390773
La Salle (Atlantic 10),2013,1247,2013-1247,0.241847826
Davidson (SoCon),2013,1172,2013-1172,0.202445652
Louisville (AAC),2013,1257,2013-1257,0.25
Lehigh (Patriot),2013,1250,2013-1250,0.176870748
Colorado St. (Mountain West),2013,1161,2013-1161,0.176870748
Massachusetts (Atlantic 10),2013,1269,2013-1269,0.206802721
Arizona (Pac-12),2013,1112,2013-1112,0.205722071
Syracuse (AAC),2013,1393,2013-1393,0.198910082
Central Conn. St. (NEC),2013,1148,2013-1148,0.296296296
St. Bonaventure (Atlantic 10),2013,1382,2013-1382,0.178571429
Oklahoma St. (Big 12),2013,1329,2013-1329,0.214580468
FGCU (ASUN),2013,1195,2013-1195,0.209078404
Murray St. (OVC),2013,1293,2013-1293,0.297111417
UNLV (Mountain West),2013,1424,2013-1424,0.222833563
Canisius (MAAC),2013,0,2013-0,0.179063361
Florida (SEC),2013,1196,2013-1196,0.179310345
Army West Point (Patriot),2013,0,2013-0,0.179310345
Morehead St. (OVC),2013,1287,2013-1287,0.179558011
Oregon St. (Pac-12),2013,1333,2013-1333,0.245856354
Drake (MVC),2013,1179,2013-1179,0.179558011
Temple (Atlantic 10),2013,1396,2013-1396,0.269709544
UAB (C-USA),2013,1412,2013-1412,0.180055402
Valparaiso (Horizon),2013,1434,2013-1434,0.220527046
DePaul (AAC),2013,1177,2013-1177,0.230555556
UC Davis (Big West),2013,1413,2013-1413,0.289290682
Oregon (Pac-12),2013,1332,2013-1332,0.181058496
Kent St. (MAC),2013,1245,2013-1245,0.233983287
Quinnipiac (NEC),2013,0,2013-0,0.181058496
UNC Asheville (Big South),2013,1421,2013-1421,0.247910864
High Point (Big South),2013,0,2013-0,0.181311018
Robert Morris (NEC),2013,1352,2013-1352,0.181311018
Dayton (Atlantic 10),2013,1173,2013-1173,0.210599721
Montana (Big Sky),2013,1285,2013-1285,0.206703911
App State (SoCon),2013,1111,2013-1111,0.203910615
Austin Peay (OVC),2013,1122,2013-1122,0.240559441
UNC Greensboro (SoCon),2013,1422,2013-1422,0.262937063
LSU (SEC),2013,1261,2013-1261,0.181818182
Tennessee St. (OVC),2013,0,2013-0,0.181818182
Oklahoma (Big 12),2013,1328,2013-1328,0.218487395
Middle Tenn. (Sun Belt),2013,1292,2013-1292,0.182072829
Notre Dame (AAC),2013,1323,2013-1323,0.18258427
NJIT (GWC),2013,0,2013-0,0.18258427
Montana St. (Big Sky),2013,1286,2013-1286,0.182841069
UCF (C-USA),2013,1416,2013-1416,0.222222222
South Dakota (Summit League),2013,0,2013-0,0.183098592
Maryland (ACC),2013,1268,2013-1268,0.183098592
Northern Colo. (Big Sky),2013,1294,2013-1294,0.183098592
Stanford (Pac-12),2013,1390,2013-1390,0.212976023
Louisiana (Sun Belt),2013,1418,2013-1418,0.222849083
Stetson (ASUN),2013,0,2013-0,0.18387553
Arizona St. (Pac-12),2013,1113,2013-1113,0.251768034
Iowa (Big Ten),2013,1234,2013-1234,0.184135977
Youngstown St. (Horizon),2013,0,2013-0,0.184397163
Oral Roberts (Southland),2013,1331,2013-1331,0.265625
Richmond (Atlantic 10),2013,1350,2013-1350,0.207386364
Air Force (Mountain West),2013,1102,2013-1102,0.254261364
USC Upstate (ASUN),2013,0,2013-0,0.184921764
Long Beach St. (Big West),2013,1253,2013-1253,0.243243243
Texas Southern (SWAC),2013,1411,2013-1411,0.241820768
Illinois (Big Ten),2013,1228,2013-1228,0.230440967
St. Francis Brooklyn (NEC),2013,0,2013-0,0.184921764
Sacred Heart (NEC),2013,0,2013-0,0.185185185
Virginia Tech (ACC),2013,1439,2013-1439,0.356125356
Ohio St. (Big Ten),2013,1326,2013-1326,0.282051282
Northeastern (CAA),2013,1318,2013-1318,0.235378031
UConn (AAC),2013,1163,2013-1163,0.243937233
Texas St. (WAC),2013,0,2013-0,0.185449358
San Diego St. (Mountain West),2013,1361,2013-1361,0.243204578
Kansas St. (Big 12),2013,1243,2013-1243,0.212034384
Mount St. Mary's (NEC),2013,1291,2013-1291,0.186246418
Elon (SoCon),2013,0,2013-0,0.18651363
Wichita St. (MVC),2013,1455,2013-1455,0.18651363
Butler (Atlantic 10),2013,1139,2013-1139,0.236728838
Eastern Wash. (Big Sky),2013,1186,2013-1186,0.186781609
San Francisco (WCC),2013,1362,2013-1362,0.216954023
Delaware (CAA),2013,1174,2013-1174,0.290229885
Harvard (Ivy League),2013,1217,2013-1217,0.238505747
Pittsburgh (AAC),2013,1338,2013-1338,0.186781609
FIU (Sun Belt),2013,0,2013-0,0.186781609
Lipscomb (ASUN),2013,1252,2013-1252,0.187590188
Miami (FL) (ACC),2013,1274,2013-1274,0.187861272
Campbell (Big South),2013,0,2013-0,0.187861272
Marquette (AAC),2013,1266,2013-1266,0.18813314
Western Caro. (SoCon),2013,0,2013-0,0.18813314
Lafayette (Patriot),2013,1248,2013-1248,0.211287988
Arkansas St. (Sun Belt),2013,1114,2013-1114,0.18813314
Chattanooga (SoCon),2013,1151,2013-1151,0.213352685
Minnesota (Big Ten),2013,1278,2013-1278,0.188679245
New Orleans (Independent),2013,1309,2013-1309,0.188679245
UC Irvine (Big West),2013,1414,2013-1414,0.188679245
William & Mary (CAA),2013,0,2013-0,0.188679245
South Alabama (Sun Belt),2013,1375,2013-1375,0.274310595
Marshall (C-USA),2013,1267,2013-1267,0.234011628
Portland St. (Big Sky),2013,1340,2013-1340,0.188953488
Michigan St. (Big Ten),2013,1277,2013-1277,0.188953488
Longwood (Big South),2013,1255,2013-1255,0.226744186
Idaho (WAC),2013,0,2013-0,0.188953488
Evansville (MVC),2013,0,2013-0,0.189504373
Liberty (Big South),2013,1251,2013-1251,0.189504373
Saint Louis (Atlantic 10),2013,1387,2013-1387,0.189504373
Charlotte (Atlantic 10),2013,1150,2013-1150,0.189504373
Towson (CAA),2013,0,2013-0,0.189781022
Toledo (MAC),2013,0,2013-0,0.189781022
Wagner (NEC),2013,1447,2013-1447,0.223357664
Utah St. (WAC),2013,1429,2013-1429,0.19005848
Tulane (C-USA),2013,0,2013-0,0.19005848
Saint Joseph's (Atlantic 10),2013,1386,2013-1386,0.19033675
Colorado (Pac-12),2013,1160,2013-1160,0.224011713
Stony Brook (America East),2013,1392,2013-1392,0.19033675
Southern U. (SWAC),2013,1380,2013-1380,0.234260615
Villanova (AAC),2013,1437,2013-1437,0.190615836
Georgia St. (CAA),2013,1209,2013-1209,0.249266862
Jacksonville (ASUN),2013,0,2013-0,0.190615836
Providence (AAC),2013,1344,2013-1344,0.293685756
Duquesne (Atlantic 10),2013,0,2013-0,0.191176471
Boston U. (America East),2013,1131,2013-1131,0.191176471
New Mexico St. (WAC),2013,1308,2013-1308,0.191176471
N.C. Central (MEAC),2013,1300,2013-1300,0.234167894
Morgan St. (MEAC),2013,1288,2013-1288,0.191458027
CSU Bakersfield (Independent),2013,1167,2013-1167,0.24005891
Washington (Pac-12),2013,1449,2013-1449,0.252212389
Pacific (Big West),2013,1334,2013-1334,0.191740413
Cincinnati (AAC),2013,1153,2013-1153,0.258112094
Northern Ariz. (Big Sky),2013,0,2013-0,0.192023634
Tulsa (C-USA),2013,1409,2013-1409,0.192307692
Western Ky. (Sun Belt),2013,1443,2013-1443,0.220740741
California (Pac-12),2013,1143,2013-1143,0.275555556
Utah Valley (GWC),2013,0,2013-0,0.192592593
New Mexico (Mountain West),2013,1307,2013-1307,0.192878338
Loyola Maryland (MAAC),2013,1259,2013-1259,0.246290801
Southern Utah (Big Sky),2013,0,2013-0,0.193164933
North Dakota St. (Summit League),2013,1295,2013-1295,0.193164933
Central Mich. (MAC),2013,1141,2013-1141,0.26448737
Indiana St. (MVC),2013,1232,2013-1232,0.193740686
Nevada (Mountain West),2013,1305,2013-1305,0.248882265
North Dakota (Big Sky),2013,1315,2013-1315,0.193740686
Bucknell (Patriot),2013,1137,2013-1137,0.281669151
Coastal Carolina (Big South),2013,1157,2013-1157,0.285074627
George Mason (CAA),2013,1206,2013-1206,0.246268657
Western Mich. (MAC),2013,1444,2013-1444,0.194029851
Bradley (MVC),2013,1133,2013-1133,0.23019432
UT Martin (OVC),2013,0,2013-0,0.19431988
Wake Forest (ACC),2013,1448,2013-1448,0.22122571
Tennessee (SEC),2013,1397,2013-1397,0.242152466
Nicholls (Southland),2013,0,2013-0,0.19431988
Little Rock (Sun Belt),2013,0,2013-0,0.19431988
Florida St. (ACC),2013,1199,2013-1199,0.19431988
Maine (America East),2013,0,2013-0,0.19431988
Radford (Big South),2013,1347,2013-1347,0.218562874
Purdue Fort Wayne (Summit League),2013,0,2013-0,0.195195195
Boston College (ACC),2013,1130,2013-1130,0.226726727
Norfolk St. (MEAC),2013,1313,2013-1313,0.195195195
Yale (Ivy League),2013,1463,2013-1463,0.195488722
North Texas (Sun Belt),2013,1317,2013-1317,0.195488722
Buffalo (MAC),2013,1138,2013-1138,0.269578313
South Carolina (SEC),2013,1376,2013-1376,0.195783133
Jacksonville St. (OVC),2013,1240,2013-1240,0.247360483
Cornell (Ivy League),2013,1165,2013-1165,0.196078431
Bethune-Cookman (MEAC),2013,0,2013-0,0.196374622
North Florida (ASUN),2013,1316,2013-1316,0.246223565
Wisconsin (Big Ten),2013,1458,2013-1458,0.196374622
Cal Poly (Big West),2013,1142,2013-1142,0.245083207
Southern California (Pac-12),2013,1425,2013-1425,0.19667171
UNI (MVC),2013,1320,2013-1320,0.19667171
